iter	MultiClass
187	0.01174041689
188	0.01169676995
189	0.01164268474
190	0.01155478832
191	0.01145851568
192	0.01143257384
193	0.01135082025
194	0.01131263837
195	0.01129165837
196	0.01117823953
197	0.01114414092
198	0.01106870627
199	0.01103144424
200	0.01099452705
201	0.01095066494
202	0.01088252036
203	0.01083970153
204	0.01076104695
205	0.01071213096
206	0.01066691162
207	0.01065495882
208	0.01059998318
209	0.01058450075
210	0.01054876567
211	0.01048779942
212	0.0104234863
213	0.01038171111
214	0.01036310701
215	0.0103371463
216	0.01030730888
217	0.01024599135
218	0.01019511266
219	0.01015705779
220	0.01013804778
221	0.01006935164
222	0.01003984438
223	0.01000956587
224	0.009967273808
225	0.009914778566
226	0.009886216039
227	0.009864337994
228	0.009804564956
229	0.009756859245
230	0.009743912918
231	0.009731853326
232	0.009684219289
233	0.009668892068
234	0.009604144176
235	0.00954687058
236	0.009523491446
237	0.009474451948
238	0.009445579946
239	0.00943799833
240	0.009422589304
241	0.009335913565
242	0.009282362208
243	0.009223376444
244	0.009198398172
245	0.009169344999
246	0.009158194258
247	0.009132446228
248	0.009117354283
249	0.009078339717
250	0.009027714112
251	0.00901280638
252	0.008969333369
253	0.008950215734
254	0.008920645174
255	0.008845106888
256	0.008796090121
257	0.008785186224
258	0.008758472744
259	0.008706391488
260	0.008681225433
261	0.008636331764
262	0.008623365963
263	0.008599660934
264	0.00855492801
265	0.008498430783
266	0.008459590227
267	0.008395213645
268	0.00838199332
269	0.00834280357
270	0.008319062417
271	0.008292522151
272	0.008243456452
273	0.008227913552
274	0.008217523685
275	0.00817626501
276	0.008163095762
277	0.008123759869
278	0.008092388374
279	0.008083950373
280	0.00806246422
281	0.008042518506
282	0.008024566999
283	0.008001136374
284	0.007962385432
285	0.007931040716
286	0.007884909127
287	0.007873462673
288	0.007839607719
289	0.007803209568
290	0.007792174464
291	0.00778060968
292	0.007764744119
293	0.00772015114
294	0.007703303737
295	0.007687734529
296	0.007660470016
297	0.007646137548
298	0.007641419388
299	0.007628792901
300	0.007586684738
301	0.007574099499
302	0.007560538204
303	0.007526871413
304	0.00750015401
305	0.007485483525
306	0.007469628111
307	0.007454438188
308	0.007431156392
309	0.007418075034
310	0.007402633412
311	0.00739348782
312	0.007372280464
313	0.007331182452
314	0.007321399871
315	0.007298813572
316	0.007273415327
317	0.007257669641
318	0.007241417262
319	0.007229886695
320	0.007217064385
321	0.007207652386
322	0.007196354228
323	0.007179192915
324	0.007155970732
325	0.007144614754
326	0.007133038733
327	0.007130102073
328	0.007117862349
329	0.007101241223
330	0.007090996012
331	0.007059171209
332	0.00703669822
333	0.007010811431
334	0.006995673547
335	0.006981663716
336	0.006974558171
337	0.00696692098
338	0.006943557778
339	0.006933420205
340	0.006926513863
341	0.006920455444
342	0.006901378458
343	0.00689375391
344	0.00688662825
345	0.006869774813
346	0.00685913356
347	0.006852745004
348	0.006841362885
349	0.006830988723
350	0.006827946991
351	0.00682015292
352	0.006793966738
353	0.00678353008
354	0.006770916127
355	0.006764568528
356	0.006756907841
357	0.006723025368
358	0.006707788454
359	0.006691160827
360	0.006679735818
361	0.006670592483
362	0.006638403792
363	0.006629778778
364	0.006613214498
365	0.006595250049
366	0.006582393854
367	0.006575465959
368	0.006539693651
369	0.006523914857
370	0.006512434389
371	0.006486055922
372	0.006478189787
373	0.006467864428
374	0.006455587449
375	0.006417672512
376	0.006401028042
377	0.0063805343
378	0.006374784188
379	0.006372644327
380	0.006354727018
381	0.006349073154
382	0.006337919923
383	0.006322410961
384	0.00629761255
385	0.006289301655
386	0.006267755694
387	0.00625350432
388	0.00624555386
389	0.006239880819
390	0.006226471027
391	0.006203061173
392	0.006191077367
393	0.006179383116
394	0.006168621397
395	0.00613929907
396	0.006124849164
397	0.006117063484
398	0.006110442612
399	0.006095730641
400	0.006086299669
401	0.006076340449
402	0.006070657195
403	0.006056207149
404	0.006045917561
405	0.006039586166
406	0.00603541184
407	0.006026741132
408	0.006010990065
409	0.006000900036
410	0.005986979966
411	0.005976273037
412	0.005958237567
413	0.005952089046
414	0.005931247959
415	0.005921311795
416	0.005907310699
417	0.005902862123
418	0.005896948311
419	0.005887608174
420	0.005877732745
421	0.005866843017
422	0.005857572585
423	0.00584272457
424	0.005818315671
425	0.00580901067
426	0.005782292708
427	0.005776396562
428	0.005760571471
429	0.005754522006
430	0.005745415579
431	0.005733443931
432	0.005717994391
433	0.005699283795
434	0.005685878448
435	0.005679841838
436	0.005677700934
437	0.005671285886
438	0.005665834688
439	0.005651881739
440	0.00564699073
441	0.005639739066
442	0.005634811453
443	0.005621652347
444	0.005611781095
445	0.005594254986
446	0.005581606922
447	0.005569796377
448	0.005562103571
449	0.005539195796
450	0.005519805046
451	0.005514307801
452	0.005496647602
453	0.005476255154
454	0.005470759212
455	0.005463129805
456	0.005451794561
457	0.005431747239
458	0.005424717994
459	0.005402894395
460	0.005400221715
461	0.005392280654
462	0.00538734096
463	0.005366290337
464	0.005354358836
465	0.005348436795
466	0.005338709458
467	0.005332874295
468	0.005331903338
469	0.005321994092
470	0.005313431301
471	0.005305645754
472	0.005292629592
473	0.005288354191
474	0.005280379837
475	0.005270711285
476	0.005259524151
477	0.00525466548
478	0.005232277783
479	0.005212300848
480	0.005209079658
481	0.005203887726
482	0.005187909871
483	0.005177531216
484	0.005171851917
485	0.005167661728
486	0.005157006293
487	0.00514589521
488	0.005132990241
489	0.005125835807
490	0.005118151608
491	0.005098493132
492	0.005083939339
493	0.0050777693
494	0.00507329046
495	0.005068023298
496	0.005062879786
497	0.005045978646
498	0.005041453885
499	0.005036958933
500	0.005020906
501	0.005013183287
502	0.005003936532
503	0.004990715184
504	0.004983942487
505	0.004980340714
506	0.004976497273
507	0.004966679466
508	0.004959669375
509	0.004950508624
510	0.004947735736
511	0.00493918087
512	0.004928313045
513	0.004917840513
514	0.004909122168
515	0.004901472723
516	0.004895459011
517	0.004891581238
518	0.004882815813
519	0.004878691996
520	0.00487381223
521	0.004869720062
522	0.004856367469
523	0.004845693809
524	0.004836512979
525	0.004825365657
526	0.004814150499
527	0.004810516219
528	0.004807415838
529	0.004802536929
530	0.004796335776
531	0.00479041262
532	0.004785069379
533	0.004776327105
534	0.004768048962
535	0.004757731311
536	0.004750778077
537	0.004743255445
538	0.004731600733
539	0.004727482877
540	0.004719812006
541	0.004711721908
542	0.004704993416
543	0.004695303691
544	0.004675652729
545	0.004668441838
546	0.004657883601
547	0.004653551705
548	0.004649205582
549	0.004644157284
550	0.004639734869
551	0.004622976089
552	0.004617949275
553	0.004612236794
554	0.00460613774
555	0.004595278025
556	0.004591135552
557	0.004586877868
558	0.004583875558
559	0.004577414295
560	0.004574611213
561	0.004571198183
562	0.004563737415
563	0.00455345153
564	0.004535754761
565	0.004532028736
566	0.004528578833
567	0.004522118
568	0.004514171962
569	0.004509144493
570	0.004495756555
571	0.004486305306
572	0.004475503568
573	0.004472547458
574	0.004467816701
575	0.004465226755
576	0.004455079569
577	0.004450809637
578	0.004448608957
579	0.004440451205
580	0.004432878955
581	0.004426699953
582	0.004423660534
583	0.004407235269
584	0.004399552574
585	0.004382625698
586	0.004374906391
587	0.004370147319
588	0.004351913489
589	0.004348914877
590	0.004342527964
591	0.004337933798
592	0.004330945792
593	0.004326147458
594	0.004314988883
595	0.004308667567
596	0.00430446197
597	0.004299839252
598	0.004295034156
599	0.004289582075
